,product_name,category,price,sales_date,day_of_week,holiday,number_of_items_sold,total_revenue,sales_time,product_id,buyer_gender
20287,Butter,Dairy,285,2023-11-17,Friday,False,12,3420,14:12,1078,Women
20288,Eggs,Dairy,134,2023-11-17,Friday,False,17,2278,19:21,1041,Men
20289,Jam jar,Grocery,350,2023-11-17,Friday,False,12,4200,16:59,1091,Women
20290,Jam jar,Grocery,350,2023-11-17,Friday,False,15,5250,10:37,1091,Women
20291,Milk packet,Dairy,80,2023-11-17,Friday,False,2,160,07:16,1022,Women
20292,Bread package,Bakery,55,2023-11-17,Friday,False,18,990,10:21,1011,Men
20293,Bread package,Bakery,55,2023-11-17,Friday,False,6,330,09:25,1011,Women
20294,Jam jar,Grocery,350,2023-11-17,Friday,False,18,6300,13:01,1091,Women
20295,Bread package,Bakery,55,2023-11-17,Friday,False,3,165,14:45,1011,Men
20296,Milk packet,Dairy,80,2023-11-17,Friday,False,13,1040,08:15,1022,Women
20297,Butter,Dairy,285,2023-11-17,Friday,False,18,5130,15:51,1078,Men
20298,Jam jar,Grocery,350,2023-11-17,Friday,False,6,2100,13:47,1091,Women
20299,Butter,Dairy,285,2023-11-17,Friday,False,18,5130,11:27,1078,Men
20300,Jam jar,Grocery,350,2023-11-17,Friday,False,6,2100,14:31,1091,Women
20301,Eggs,Dairy,134,2023-11-17,Friday,False,2,268,11:50,1041,Men
20302,Bread package,Bakery,55,2023-11-17,Friday,False,14,770,12:58,1011,Men
20303,Bread package,Bakery,55,2023-11-18,Saturday,True,3,165,14:18,1011,Women
20304,Bread package,Bakery,55,2023-11-18,Saturday,True,17,935,10:58,1011,Men
20305,Bread package,Bakery,55,2023-11-18,Saturday,True,17,935,11:41,1011,Men
20306,Bread package,Bakery,55,2023-11-18,Saturday,True,14,770,11:44,1011,Women
20307,Eggs,Dairy,134,2023-11-18,Saturday,True,15,2010,08:09,1041,Men
20308,Butter,Dairy,285,2023-11-18,Saturday,True,5,1425,14:40,1078,Men
20309,Bread package,Bakery,55,2023-11-18,Saturday,True,13,715,12:13,1011,Women
20310,Bread package,Bakery,55,2023-11-18,Saturday,True,9,495,13:30,1011,Women
20311,Eggs,Dairy,134,2023-11-18,Saturday,True,14,1876,08:41,1041,Men
20312,Bread package,Bakery,55,2023-11-18,Saturday,True,18,990,15:23,1011,Women
20313,Milk packet,Dairy,80,2023-11-18,Saturday,True,5,400,07:19,1022,Women
20314,Jam jar,Grocery,350,2023-11-18,Saturday,True,16,5600,19:36,1091,Women
20315,Eggs,Dairy,134,2023-11-18,Saturday,True,21,2814,10:45,1041,Men
20316,Eggs,Dairy,134,2023-11-18,Saturday,True,12,1608,19:16,1041,Men
20317,Milk packet,Dairy,80,2023-11-18,Saturday,True,18,1440,09:27,1022,Men
20318,Butter,Dairy,285,2023-11-18,Saturday,True,10,2850,19:51,1078,Women
20319,Jam jar,Grocery,350,2023-11-18,Saturday,True,9,3150,15:47,1091,Women
20320,Bread package,Bakery,55,2023-11-18,Saturday,True,10,550,09:21,1011,Men
20321,Butter,Dairy,285,2023-11-18,Saturday,True,13,3705,16:07,1078,Women
20322,Bread package,Bakery,55,2023-11-18,Saturday,True,8,440,12:11,1011,Men
20323,Milk packet,Dairy,80,2023-11-18,Saturday,True,8,640,09:39,1022,Women
20324,Eggs,Dairy,134,2023-11-18,Saturday,True,15,2010,10:09,1041,Men
20325,Jam jar,Grocery,350,2023-11-18,Saturday,True,15,5250,09:33,1091,Men
20326,Butter,Dairy,285,2023-11-18,Saturday,True,14,3990,17:47,1078,Women
20327,Butter,Dairy,285,2023-11-18,Saturday,True,5,1425,18:59,1078,Women
20328,Milk packet,Dairy,80,2023-11-18,Saturday,True,18,1440,09:26,1022,Women
20329,Jam jar,Grocery,350,2023-11-18,Saturday,True,6,2100,17:30,1091,Women
20330,Eggs,Dairy,134,2023-11-18,Saturday,True,22,2948,17:43,1041,Women
20331,Jam jar,Grocery,350,2023-11-18,Saturday,True,15,5250,17:03,1091,Men
20332,Eggs,Dairy,134,2023-11-18,Saturday,True,13,1742,15:32,1041,Men
20333,Eggs,Dairy,134,2023-11-18,Saturday,True,14,1876,13:36,1041,Men
20334,Jam jar,Grocery,350,2023-11-18,Saturday,True,17,5950,18:52,1091,Women
20335,Milk packet,Dairy,80,2023-11-18,Saturday,True,17,1360,09:53,1022,Men
20336,Butter,Dairy,285,2023-11-18,Saturday,True,13,3705,11:18,1078,Men
20337,Bread package,Bakery,55,2023-11-18,Saturday,True,4,220,18:09,1011,Men
20338,Bread package,Bakery,55,2023-11-18,Saturday,True,12,660,10:24,1011,Women
20339,Eggs,Dairy,134,2023-11-18,Saturday,True,8,1072,08:08,1041,Men
20340,Eggs,Dairy,134,2023-11-18,Saturday,True,12,1608,07:24,1041,Men
20341,Jam jar,Grocery,350,2023-11-18,Saturday,True,15,5250,10:20,1091,Women
20342,Eggs,Dairy,134,2023-11-18,Saturday,True,8,1072,13:33,1041,Women
20343,Eggs,Dairy,134,2023-11-18,Saturday,True,14,1876,17:54,1041,Men
20344,Jam jar,Grocery,350,2023-11-18,Saturday,True,13,4550,17:29,1091,Women
20345,Eggs,Dairy,134,2023-11-18,Saturday,True,3,402,17:40,1041,Men
20346,Milk packet,Dairy,80,2023-11-18,Saturday,True,14,1120,15:13,1022,Women
20347,Milk packet,Dairy,80,2023-11-18,Saturday,True,6,480,12:13,1022,Men
20348,Butter,Dairy,285,2023-11-18,Saturday,True,13,3705,14:31,1078,Men
20349,Eggs,Dairy,134,2023-11-18,Saturday,True,23,3082,15:24,1041,Women
20350,Eggs,Dairy,134,2023-11-18,Saturday,True,3,402,07:05,1041,Men
20351,Bread package,Bakery,55,2023-11-18,Saturday,True,9,495,13:07,1011,Women
20352,Bread package,Bakery,55,2023-11-18,Saturday,True,18,990,14:06,1011,Men
20353,Jam jar,Grocery,350,2023-11-18,Saturday,True,1,350,11:10,1091,Women
20354,Milk packet,Dairy,80,2023-11-18,Saturday,True,8,640,07:31,1022,Women
20355,Butter,Dairy,285,2023-11-18,Saturday,True,3,855,13:42,1078,Men
20356,Butter,Dairy,285,2023-11-18,Saturday,True,5,1425,09:13,1078,Women
20357,Milk packet,Dairy,80,2023-11-18,Saturday,True,1,80,07:14,1022,Women
20358,Eggs,Dairy,134,2023-11-18,Saturday,True,8,1072,09:08,1041,Men
20359,Butter,Dairy,285,2023-11-18,Saturday,True,6,1710,11:08,1078,Men
20360,Bread package,Bakery,55,2023-11-18,Saturday,True,14,770,16:58,1011,Men
20361,Butter,Dairy,285,2023-11-18,Saturday,True,4,1140,16:47,1078,Women
20362,Milk packet,Dairy,80,2023-11-18,Saturday,True,12,960,07:01,1022,Men
20363,Bread package,Bakery,55,2023-11-18,Saturday,True,14,770,09:18,1011,Men
20364,Jam jar,Grocery,350,2023-11-18,Saturday,True,14,4900,11:58,1091,Women
20365,Bread package,Bakery,55,2023-11-18,Saturday,True,5,275,15:36,1011,Men
20366,Jam jar,Grocery,350,2023-11-18,Saturday,True,19,6650,08:38,1091,Women
20367,Bread package,Bakery,55,2023-11-18,Saturday,True,2,110,19:21,1011,Women
20368,Butter,Dairy,285,2023-11-18,Saturday,True,2,570,14:30,1078,Men
20369,Eggs,Dairy,134,2023-11-18,Saturday,True,17,2278,16:30,1041,Men
20370,Butter,Dairy,285,2023-11-18,Saturday,True,16,4560,08:11,1078,Men
20371,Milk packet,Dairy,80,2023-11-18,Saturday,True,1,80,08:32,1022,Women
20372,Eggs,Dairy,134,2023-11-18,Saturday,True,1,134,11:02,1041,Women
20373,Bread package,Bakery,55,2023-11-18,Saturday,True,5,275,13:16,1011,Men
20374,Bread package,Bakery,55,2023-11-18,Saturday,True,1,55,15:24,1011,Women
20375,Eggs,Dairy,134,2023-11-18,Saturday,True,17,2278,17:02,1041,Men
20376,Eggs,Dairy,134,2023-11-18,Saturday,True,2,268,09:18,1041,Men
20377,Eggs,Dairy,134,2023-11-18,Saturday,True,1,134,07:19,1041,Men
20378,Eggs,Dairy,134,2023-11-18,Saturday,True,17,2278,13:35,1041,Men
20379,Bread package,Bakery,55,2023-11-18,Saturday,True,18,990,10:56,1011,Men
20380,Jam jar,Grocery,350,2023-11-18,Saturday,True,7,2450,16:11,1091,Women
20381,Bread package,Bakery,55,2023-11-18,Saturday,True,19,1045,08:52,1011,Men
20382,Milk packet,Dairy,80,2023-11-18,Saturday,True,11,880,09:46,1022,Women
20383,Eggs,Dairy,134,2023-11-18,Saturday,True,8,1072,15:15,1041,Women
20384,Milk packet,Dairy,80,2023-11-18,Saturday,True,17,1360,08:48,1022,Women
20385,Milk packet,Dairy,80,2023-11-18,Saturday,True,2,160,09:12,1022,Women
20386,Milk packet,Dairy,80,2023-11-18,Saturday,True,14,1120,09:45,1022,Men
20387,Butter,Dairy,285,2023-11-18,Saturday,True,9,2565,07:27,1078,Women
20388,Jam jar,Grocery,350,2023-11-18,Saturday,True,19,6650,17:55,1091,Men
20389,Jam jar,Grocery,350,2023-11-19,Sunday,True,2,700,09:17,1091,Women
20390,Eggs,Dairy,134,2023-11-19,Sunday,True,3,402,07:17,1041,Women
20391,Eggs,Dairy,134,2023-11-19,Sunday,True,22,2948,17:27,1041,Men
20392,Butter,Dairy,285,2023-11-19,Sunday,True,1,285,11:15,1078,Men
20393,Bread package,Bakery,55,2023-11-19,Sunday,True,14,770,16:57,1011,Women
20394,Jam jar,Grocery,350,2023-11-19,Sunday,True,3,1050,14:48,1091,Men
20395,Jam jar,Grocery,350,2023-11-19,Sunday,True,19,6650,09:54,1091,Men
20396,Eggs,Dairy,134,2023-11-19,Sunday,True,2,268,13:01,1041,Men
20397,Butter,Dairy,285,2023-11-19,Sunday,True,11,3135,07:26,1078,Men
20398,Jam jar,Grocery,350,2023-11-19,Sunday,True,8,2800,10:54,1091,Women
20399,Jam jar,Grocery,350,2023-11-19,Sunday,True,7,2450,17:59,1091,Women
20400,Butter,Dairy,285,2023-11-19,Sunday,True,16,4560,16:11,1078,Men
20401,Butter,Dairy,285,2023-11-19,Sunday,True,18,5130,16:25,1078,Women
20402,Milk packet,Dairy,80,2023-11-19,Sunday,True,3,240,13:47,1022,Men
20403,Bread package,Bakery,55,2023-11-19,Sunday,True,8,440,14:28,1011,Women
20404,Jam jar,Grocery,350,2023-11-19,Sunday,True,1,350,10:49,1091,Men
20405,Butter,Dairy,285,2023-11-19,Sunday,True,16,4560,18:54,1078,Men
20406,Milk packet,Dairy,80,2023-11-19,Sunday,True,19,1520,08:51,1022,Women
20407,Jam jar,Grocery,350,2023-11-19,Sunday,True,5,1750,13:30,1091,Women
20408,Eggs,Dairy,134,2023-11-19,Sunday,True,13,1742,14:57,1041,Women
20409,Bread package,Bakery,55,2023-11-19,Sunday,True,13,715,09:51,1011,Women
20410,Butter,Dairy,285,2023-11-19,Sunday,True,7,1995,17:40,1078,Women
20411,Butter,Dairy,285,2023-11-19,Sunday,True,18,5130,17:37,1078,Men
20412,Butter,Dairy,285,2023-11-19,Sunday,True,9,2565,10:20,1078,Men
20413,Butter,Dairy,285,2023-11-19,Sunday,True,9,2565,08:53,1078,Women
20414,Bread package,Bakery,55,2023-11-19,Sunday,True,6,330,08:55,1011,Women
20415,Butter,Dairy,285,2023-11-19,Sunday,True,16,4560,13:16,1078,Men
20416,Bread package,Bakery,55,2023-11-19,Sunday,True,5,275,10:30,1011,Men
20417,Milk packet,Dairy,80,2023-11-19,Sunday,True,7,560,07:35,1022,Men
20418,Butter,Dairy,285,2023-11-19,Sunday,True,5,1425,15:17,1078,Women
20419,Milk packet,Dairy,80,2023-11-19,Sunday,True,9,720,08:06,1022,Women
20420,Bread package,Bakery,55,2023-11-19,Sunday,True,17,935,08:52,1011,Men
20421,Milk packet,Dairy,80,2023-11-19,Sunday,True,1,80,08:21,1022,Women
20422,Jam jar,Grocery,350,2023-11-19,Sunday,True,3,1050,13:40,1091,Women
20423,Bread package,Bakery,55,2023-11-19,Sunday,True,8,440,16:06,1011,Women
20424,Eggs,Dairy,134,2023-11-19,Sunday,True,8,1072,12:35,1041,Men
20425,Bread package,Bakery,55,2023-11-19,Sunday,True,5,275,14:23,1011,Women
20426,Milk packet,Dairy,80,2023-11-19,Sunday,True,4,320,09:34,1022,Men
20427,Bread package,Bakery,55,2023-11-19,Sunday,True,15,825,14:20,1011,Women
20428,Milk packet,Dairy,80,2023-11-19,Sunday,True,7,560,09:16,1022,Men
20429,Jam jar,Grocery,350,2023-11-19,Sunday,True,18,6300,19:35,1091,Women
20430,Butter,Dairy,285,2023-11-19,Sunday,True,13,3705,16:53,1078,Men
20431,Butter,Dairy,285,2023-11-19,Sunday,True,11,3135,18:39,1078,Women
20432,Jam jar,Grocery,350,2023-11-19,Sunday,True,16,5600,10:37,1091,Women
20433,Bread package,Bakery,55,2023-11-19,Sunday,True,9,495,07:23,1011,Women
20434,Milk packet,Dairy,80,2023-11-19,Sunday,True,12,960,09:16,1022,Women
20435,Eggs,Dairy,134,2023-11-19,Sunday,True,15,2010,14:16,1041,Men
20436,Eggs,Dairy,134,2023-11-19,Sunday,True,13,1742,10:55,1041,Men
20437,Bread package,Bakery,55,2023-11-19,Sunday,True,9,495,08:49,1011,Men
20438,Milk packet,Dairy,80,2023-11-19,Sunday,True,12,960,09:43,1022,Women
20439,Eggs,Dairy,134,2023-11-19,Sunday,True,21,2814,15:23,1041,Men
20440,Milk packet,Dairy,80,2023-11-20,Monday,False,5,400,08:31,1022,Women
20441,Butter,Dairy,285,2023-11-20,Monday,False,17,4845,18:05,1078,Men
20442,Jam jar,Grocery,350,2023-11-20,Monday,False,9,3150,13:18,1091,Women
20443,Eggs,Dairy,134,2023-11-20,Monday,False,10,1340,18:15,1041,Men
20444,Bread package,Bakery,55,2023-11-20,Monday,False,4,220,17:27,1011,Women
20445,Butter,Dairy,285,2023-11-20,Monday,False,10,2850,12:58,1078,Men
20446,Milk packet,Dairy,80,2023-11-20,Monday,False,4,320,07:55,1022,Women
20447,Milk packet,Dairy,80,2023-11-20,Monday,False,6,480,09:29,1022,Women
20448,Jam jar,Grocery,350,2023-11-20,Monday,False,13,4550,13:23,1091,Women
20449,Eggs,Dairy,134,2023-11-20,Monday,False,15,2010,17:41,1041,Men
20450,Butter,Dairy,285,2023-11-20,Monday,False,6,1710,12:35,1078,Men
20451,Bread package,Bakery,55,2023-11-20,Monday,False,4,220,08:14,1011,Women
20452,Butter,Dairy,285,2023-11-20,Monday,False,1,285,08:27,1078,Women
20453,Jam jar,Grocery,350,2023-11-20,Monday,False,2,700,11:07,1091,Women
20454,Milk packet,Dairy,80,2023-11-20,Monday,False,18,1440,07:56,1022,Women
20455,Milk packet,Dairy,80,2023-11-20,Monday,False,5,400,18:27,1022,Men
20456,Butter,Dairy,285,2023-11-20,Monday,False,17,4845,16:12,1078,Men
20457,Eggs,Dairy,134,2023-11-20,Monday,False,18,2412,14:00,1041,Men
20458,Butter,Dairy,285,2023-11-20,Monday,False,5,1425,17:09,1078,Women
20459,Eggs,Dairy,134,2023-11-20,Monday,False,5,670,17:07,1041,Women
20460,Milk packet,Dairy,80,2023-11-20,Monday,False,19,1520,10:55,1022,Women
20461,Eggs,Dairy,134,2023-11-20,Monday,False,19,2546,16:08,1041,Men
20462,Bread package,Bakery,55,2023-11-20,Monday,False,7,385,14:56,1011,Men
20463,Jam jar,Grocery,350,2023-11-20,Monday,False,19,6650,10:14,1091,Men
20464,Eggs,Dairy,134,2023-11-20,Monday,False,4,536,18:06,1041,Men
20465,Milk packet,Dairy,80,2023-11-20,Monday,False,5,400,09:02,1022,Women
20466,Jam jar,Grocery,350,2023-11-21,Tuesday,False,7,2450,16:03,1091,Men
20467,Milk packet,Dairy,80,2023-11-21,Tuesday,False,2,160,08:59,1022,Men
20468,Butter,Dairy,285,2023-11-21,Tuesday,False,1,285,13:42,1078,Men
20469,Eggs,Dairy,134,2023-11-21,Tuesday,False,20,2680,07:26,1041,Men
20470,Jam jar,Grocery,350,2023-11-21,Tuesday,False,10,3500,14:29,1091,Women
20471,Milk packet,Dairy,80,2023-11-21,Tuesday,False,8,640,07:02,1022,Women
20472,Milk packet,Dairy,80,2023-11-21,Tuesday,False,11,880,13:25,1022,Women
20473,Bread package,Bakery,55,2023-11-21,Tuesday,False,19,1045,11:15,1011,Men
20474,Eggs,Dairy,134,2023-11-21,Tuesday,False,18,2412,07:14,1041,Men
20475,Bread package,Bakery,55,2023-11-21,Tuesday,False,14,770,15:38,1011,Women
20476,Jam jar,Grocery,350,2023-11-21,Tuesday,False,6,2100,12:51,1091,Women
20477,Milk packet,Dairy,80,2023-11-21,Tuesday,False,1,80,07:54,1022,Women
20478,Milk packet,Dairy,80,2023-11-21,Tuesday,False,11,880,09:07,1022,Men
20479,Bread package,Bakery,55,2023-11-21,Tuesday,False,18,990,12:40,1011,Women
20480,Bread package,Bakery,55,2023-11-21,Tuesday,False,7,385,17:06,1011,Men
20481,Eggs,Dairy,134,2023-11-21,Tuesday,False,4,536,16:44,1041,Men
20482,Eggs,Dairy,134,2023-11-21,Tuesday,False,22,2948,14:54,1041,Men
20483,Eggs,Dairy,134,2023-11-21,Tuesday,False,2,268,15:12,1041,Men
20484,Eggs,Dairy,134,2023-11-21,Tuesday,False,18,2412,17:22,1041,Men
20485,Butter,Dairy,285,2023-11-21,Tuesday,False,6,1710,09:27,1078,Men
20486,Jam jar,Grocery,350,2023-11-21,Tuesday,False,11,3850,17:32,1091,Women
20487,Eggs,Dairy,134,2023-11-21,Tuesday,False,16,2144,10:29,1041,Women
20488,Butter,Dairy,285,2023-11-21,Tuesday,False,5,1425,14:03,1078,Men
20489,Jam jar,Grocery,350,2023-11-21,Tuesday,False,11,3850,16:25,1091,Women
20490,Butter,Dairy,285,2023-11-21,Tuesday,False,3,855,14:53,1078,Men
20491,Butter,Dairy,285,2023-11-21,Tuesday,False,1,285,13:45,1078,Women
20492,Milk packet,Dairy,80,2023-11-21,Tuesday,False,11,880,10:53,1022,Men
20493,Eggs,Dairy,134,2023-11-21,Tuesday,False,22,2948,09:55,1041,Men
20494,Eggs,Dairy,134,2023-11-21,Tuesday,False,3,402,09:20,1041,Men
20495,Milk packet,Dairy,80,2023-11-21,Tuesday,False,18,1440,12:45,1022,Women
20496,Eggs,Dairy,134,2023-11-21,Tuesday,False,11,1474,12:28,1041,Men
20497,Bread package,Bakery,55,2023-11-21,Tuesday,False,6,330,19:32,1011,Women
20498,Eggs,Dairy,134,2023-11-21,Tuesday,False,24,3216,10:49,1041,Men
20499,Jam jar,Grocery,350,2023-11-21,Tuesday,False,6,2100,11:56,1091,Women
20500,Jam jar,Grocery,350,2023-11-21,Tuesday,False,8,2800,09:39,1091,Women
20501,Milk packet,Dairy,80,2023-11-21,Tuesday,False,16,1280,16:29,1022,Women
20502,Bread package,Bakery,55,2023-11-21,Tuesday,False,6,330,12:25,1011,Men
20503,Eggs,Dairy,134,2023-11-21,Tuesday,False,13,1742,13:03,1041,Men
20504,Eggs,Dairy,134,2023-11-21,Tuesday,False,6,804,17:12,1041,Women
20505,Eggs,Dairy,134,2023-11-21,Tuesday,False,17,2278,12:52,1041,Men
20506,Milk packet,Dairy,80,2023-11-21,Tuesday,False,7,560,07:39,1022,Women
20507,Jam jar,Grocery,350,2023-11-21,Tuesday,False,18,6300,11:56,1091,Women
20508,Bread package,Bakery,55,2023-11-21,Tuesday,False,4,220,09:35,1011,Women
20509,Bread package,Bakery,55,2023-11-21,Tuesday,False,5,275,17:41,1011,Women
20510,Bread package,Bakery,55,2023-11-21,Tuesday,False,12,660,15:45,1011,Women
20511,Bread package,Bakery,55,2023-11-21,Tuesday,False,16,880,14:12,1011,Men
20512,Bread package,Bakery,55,2023-11-21,Tuesday,False,18,990,18:15,1011,Men
20513,Eggs,Dairy,134,2023-11-21,Tuesday,False,1,134,09:52,1041,Men
20514,Jam jar,Grocery,350,2023-11-21,Tuesday,False,2,700,14:05,1091,Women
20515,Butter,Dairy,285,2023-11-22,Wednesday,False,11,3135,18:45,1078,Women
20516,Jam jar,Grocery,350,2023-11-22,Wednesday,False,2,700,17:30,1091,Women
20517,Eggs,Dairy,134,2023-11-22,Wednesday,False,2,268,12:04,1041,Men
20518,Jam jar,Grocery,350,2023-11-22,Wednesday,False,16,5600,19:40,1091,Women
20519,Jam jar,Grocery,350,2023-11-22,Wednesday,False,8,2800,19:18,1091,Women
20520,Bread package,Bakery,55,2023-11-22,Wednesday,False,2,110,08:50,1011,Men
20521,Butter,Dairy,285,2023-11-22,Wednesday,False,5,1425,09:47,1078,Women
20522,Eggs,Dairy,134,2023-11-22,Wednesday,False,23,3082,17:12,1041,Men
20523,Butter,Dairy,285,2023-11-22,Wednesday,False,13,3705,13:19,1078,Women
20524,Bread package,Bakery,55,2023-11-22,Wednesday,False,17,935,15:49,1011,Men
20525,Eggs,Dairy,134,2023-11-22,Wednesday,False,14,1876,08:35,1041,Men
20526,Milk packet,Dairy,80,2023-11-22,Wednesday,False,1,80,09:10,1022,Men
20527,Bread package,Bakery,55,2023-11-22,Wednesday,False,15,825,10:58,1011,Women
20528,Jam jar,Grocery,350,2023-11-22,Wednesday,False,17,5950,14:27,1091,Women
20529,Bread package,Bakery,55,2023-11-22,Wednesday,False,4,220,10:18,1011,Women
20530,Bread package,Bakery,55,2023-11-22,Wednesday,False,1,55,12:49,1011,Men
20531,Eggs,Dairy,134,2023-11-22,Wednesday,False,7,938,14:15,1041,Men
20532,Jam jar,Grocery,350,2023-11-22,Wednesday,False,17,5950,09:49,1091,Women
20533,Butter,Dairy,285,2023-11-22,Wednesday,False,5,1425,09:51,1078,Women
20534,Eggs,Dairy,134,2023-11-22,Wednesday,False,4,536,18:35,1041,Women
20535,Milk packet,Dairy,80,2023-11-22,Wednesday,False,15,1200,08:26,1022,Men
20536,Eggs,Dairy,134,2023-11-22,Wednesday,False,2,268,11:24,1041,Men
20537,Jam jar,Grocery,350,2023-11-22,Wednesday,False,13,4550,12:49,1091,Women
20538,Bread package,Bakery,55,2023-11-22,Wednesday,False,14,770,19:58,1011,Men
20539,Milk packet,Dairy,80,2023-11-22,Wednesday,False,5,400,10:47,1022,Women
20540,Milk packet,Dairy,80,2023-11-22,Wednesday,False,10,800,08:45,1022,Women
20541,Milk packet,Dairy,80,2023-11-22,Wednesday,False,13,1040,08:34,1022,Men
20542,Bread package,Bakery,55,2023-11-22,Wednesday,False,5,275,19:45,1011,Men
20543,Jam jar,Grocery,350,2023-11-22,Wednesday,False,5,1750,17:40,1091,Men
20544,Milk packet,Dairy,80,2023-11-22,Wednesday,False,19,1520,08:24,1022,Women
20545,Milk packet,Dairy,80,2023-11-22,Wednesday,False,7,560,08:58,1022,Women
20546,Jam jar,Grocery,350,2023-11-22,Wednesday,False,12,4200,19:40,1091,Women
20547,Milk packet,Dairy,80,2023-11-22,Wednesday,False,16,1280,10:56,1022,Women
20548,Eggs,Dairy,134,2023-11-22,Wednesday,False,10,1340,10:13,1041,Women
20549,Butter,Dairy,285,2023-11-22,Wednesday,False,10,2850,11:47,1078,Women
20550,Bread package,Bakery,55,2023-11-22,Wednesday,False,7,385,12:49,1011,Men
20551,Eggs,Dairy,134,2023-11-22,Wednesday,False,15,2010,14:37,1041,Men
20552,Jam jar,Grocery,350,2023-11-22,Wednesday,False,1,350,15:26,1091,Men
20553,Eggs,Dairy,134,2023-11-22,Wednesday,False,10,1340,15:54,1041,Men
20554,Milk packet,Dairy,80,2023-11-22,Wednesday,False,11,880,08:42,1022,Men
20555,Bread package,Bakery,55,2023-11-22,Wednesday,False,17,935,07:21,1011,Women
20556,Butter,Dairy,285,2023-11-22,Wednesday,False,4,1140,16:22,1078,Men
20557,Eggs,Dairy,134,2023-11-22,Wednesday,False,3,402,11:55,1041,Women
20558,Butter,Dairy,285,2023-11-22,Wednesday,False,7,1995,19:33,1078,Women
20559,Jam jar,Grocery,350,2023-11-22,Wednesday,False,19,6650,18:54,1091,Men
20560,Milk packet,Dairy,80,2023-11-23,Thursday,False,10,800,08:24,1022,Women
20561,Bread package,Bakery,55,2023-11-23,Thursday,False,18,990,12:58,1011,Men
20562,Jam jar,Grocery,350,2023-11-23,Thursday,False,16,5600,16:15,1091,Women
20563,Milk packet,Dairy,80,2023-11-23,Thursday,False,13,1040,08:44,1022,Women
20564,Jam jar,Grocery,350,2023-11-23,Thursday,False,17,5950,18:00,1091,Men
20565,Butter,Dairy,285,2023-11-23,Thursday,False,19,5415,09:53,1078,Men
20566,Bread package,Bakery,55,2023-11-23,Thursday,False,13,715,07:41,1011,Women
20567,Eggs,Dairy,134,2023-11-23,Thursday,False,11,1474,07:54,1041,Men
20568,Bread package,Bakery,55,2023-11-23,Thursday,False,6,330,19:11,1011,Women
20569,Milk packet,Dairy,80,2023-11-23,Thursday,False,7,560,16:36,1022,Men
20570,Milk packet,Dairy,80,2023-11-23,Thursday,False,17,1360,07:00,1022,Men
20571,Butter,Dairy,285,2023-11-23,Thursday,False,7,1995,08:59,1078,Men
20572,Milk packet,Dairy,80,2023-11-23,Thursday,False,1,80,19:35,1022,Men
20573,Milk packet,Dairy,80,2023-11-23,Thursday,False,18,1440,08:34,1022,Men
20574,Jam jar,Grocery,350,2023-11-23,Thursday,False,5,1750,18:24,1091,Women
20575,Milk packet,Dairy,80,2023-11-23,Thursday,False,4,320,09:22,1022,Men
20576,Butter,Dairy,285,2023-11-23,Thursday,False,6,1710,12:16,1078,Women
20577,Eggs,Dairy,134,2023-11-23,Thursday,False,12,1608,13:29,1041,Men
20578,Milk packet,Dairy,80,2023-11-23,Thursday,False,5,400,08:59,1022,Men
20579,Eggs,Dairy,134,2023-11-23,Thursday,False,17,2278,13:12,1041,Men
20580,Bread package,Bakery,55,2023-11-23,Thursday,False,7,385,12:41,1011,Men
20581,Milk packet,Dairy,80,2023-11-23,Thursday,False,8,640,11:47,1022,Men
20582,Jam jar,Grocery,350,2023-11-23,Thursday,False,16,5600,08:10,1091,Women
20583,Jam jar,Grocery,350,2023-11-24,Friday,False,18,6300,12:37,1091,Women
20584,Milk packet,Dairy,80,2023-11-24,Friday,False,7,560,19:20,1022,Women
20585,Jam jar,Grocery,350,2023-11-24,Friday,False,17,5950,09:34,1091,Women
20586,Eggs,Dairy,134,2023-11-24,Friday,False,6,804,16:14,1041,Men
20587,Jam jar,Grocery,350,2023-11-24,Friday,False,13,4550,09:41,1091,Women
20588,Butter,Dairy,285,2023-11-24,Friday,False,19,5415,08:10,1078,Men
20589,Milk packet,Dairy,80,2023-11-24,Friday,False,19,1520,09:07,1022,Men
20590,Jam jar,Grocery,350,2023-11-24,Friday,False,16,5600,16:49,1091,Women
20591,Milk packet,Dairy,80,2023-11-24,Friday,False,6,480,08:39,1022,Women
20592,Butter,Dairy,285,2023-11-24,Friday,False,15,4275,16:46,1078,Women
20593,Bread package,Bakery,55,2023-11-24,Friday,False,3,165,12:46,1011,Men
20594,Eggs,Dairy,134,2023-11-24,Friday,False,9,1206,12:11,1041,Women
20595,Bread package,Bakery,55,2023-11-24,Friday,False,18,990,17:54,1011,Women
20596,Milk packet,Dairy,80,2023-11-24,Friday,False,5,400,08:59,1022,Women
20597,Butter,Dairy,285,2023-11-24,Friday,False,13,3705,19:14,1078,Women
20598,Milk packet,Dairy,80,2023-11-24,Friday,False,2,160,09:30,1022,Women
20599,Bread package,Bakery,55,2023-11-24,Friday,False,1,55,17:14,1011,Men
20600,Butter,Dairy,285,2023-11-24,Friday,False,10,2850,09:28,1078,Men
20601,Bread package,Bakery,55,2023-11-24,Friday,False,14,770,13:12,1011,Men
20602,Jam jar,Grocery,350,2023-11-24,Friday,False,7,2450,13:40,1091,Women
20603,Bread package,Bakery,55,2023-11-24,Friday,False,2,110,07:28,1011,Women
20604,Bread package,Bakery,55,2023-11-24,Friday,False,6,330,11:59,1011,Women
